State,District,Year,Cashewnut_Area_Hectare,Cashewnut_Production_Tonnes,Cashewnut_Yield_Tonne_Hectare,Coconut_Area_Hectare,Coconut_Production_Nuts,Coconut_Yield_Nuts_Hectare,Ginger_Area_Hectare,Ginger_Production_Tonnes,Ginger_Yield_Tonne_Hectare,Sugarcane_Area_Hectare,Sugarcane_Production_Tonnes,Sugarcane_Yield_Tonne_Hectare,Sweet_potato_Area_Hectare,Sweet_potato_Production_Tonnes,Sweet_potato_Yield_Tonne_Hectare,Arecanut_Area_Hectare,Arecanut_Production_Tonnes,Arecanut_Yield_Tonne_Hectare,Banana_Area_Hectare,Banana_Production_Tonnes,Banana_Yield_Tonne_Hectare,Black_pepper_Area_Hectare,Black_pepper_Production_Tonnes,Black_pepper_Yield_Tonne_Hectare,Dry_chillies_Area_Hectare,Dry_chillies_Production_Tonnes,Dry_chillies_Yield_Tonne_Hectare,other_oilseeds_Area_Hectare,other_oilseeds_Production_Tonnes,other_oilseeds_Yield_Tonne_Hectare,Coriander_Area_Hectare,Coriander_Production_Tonnes,Coriander_Yield_Tonne_Hectare,Tobacco_Area_Hectare,Tobacco_Production_Tonnes,Tobacco_Yield_Tonne_Hectare,Turmeric_Area_Hectare,Turmeric_Production_Tonnes,Turmeric_Yield_Tonne_Hectare,Bhindi_Area_Hectare,Bhindi_Production_Tonnes,Bhindi_Yield_Tonne_Hectare,Brinjal_Area_Hectare,Brinjal_Production_Tonnes,Brinjal_Yield_Tonne_Hectare,Citrus_Fruit_Area_Hectare,Citrus_Fruit_Production_Tonnes,Citrus_Fruit_Yield_Tonne_Hectare,Cucumber_Area_Hectare,Cucumber_Production_Tonnes,Cucumber_Yield_Tonne_Hectare,Grapes_Area_Hectare,Grapes_Production_Tonnes,Grapes_Yield_Tonne_Hectare,Mango_Area_Hectare,Mango_Production_Tonnes,Mango_Yield_Tonne_Hectare,Orange_Area_Hectare,Orange_Production_Tonnes,Orange_Yield_Tonne_Hectare,Other_Fresh_Fruits_Area_Hectare,Other_Fresh_Fruits_Production_Tonnes,Other_Fresh_Fruits_Yield_Tonne_Hectare,Other_Vegetables_Area_Hectare,Other_Vegetables_Production_Tonnes,Other_Vegetables_Yield_Tonne_Hectare,Papaya_Area_Hectare,Papaya_Production_Tonnes,Papaya_Yield_Tonne_Hectare,Pome_Fruit_Area_Hectare,Pome_Fruit_Production_Tonnes,Pome_Fruit_Yield_Tonne_Hectare,Potato_Area_Hectare,Potato_Production_Tonnes,Potato_Yield_Tonne_Hectare,Tomato_Area_Hectare,Tomato_Production_Tonnes,Tomato_Yield_Tonne_Hectare,Cabbage_Area_Hectare,Cabbage_Production_Tonnes,Cabbage_Yield_Tonne_Hectare,Peas_vegetable_Area_Hectare,Peas_vegetable_Production_Tonnes,Peas_vegetable_Yield_Tonne_Hectare,Tapioca_Area_Hectare,Tapioca_Production_Tonnes,Tapioca_Yield_Tonne_Hectare,Bottle_Gourd_Area_Hectare,Bottle_Gourd_Production_Tonnes,Bottle_Gourd_Yield_Tonne_Hectare,Oilseeds_total_Area_Hectare,Oilseeds_total_Production_Tonnes,Oilseeds_total_Yield_Tonne_Hectare,Pulses_total_Area_Hectare,Pulses_total_Production_Tonnes,Pulses_total_Yield_Tonne_Hectare,Onion_Area_Hectare,Onion_Production_Tonnes,Onion_Yield_Tonne_Hectare,Pineapple_Area_Hectare,Pineapple_Production_Tonnes,Pineapple_Yield_Tonne_Hectare,Garlic_Area_Hectare,Garlic_Production_Tonnes,Garlic_Yield_Tonne_Hectare,Sannhamp_Area_Hectare,Sannhamp_Production_Tonnes,Sannhamp_Yield_Tonne_Hectare,Guar_seed_Area_Hectare,Guar_seed_Production_Tonnes,Guar_seed_Yield_Tonne_Hectare,Turnip_Area_Hectare,Turnip_Production_Tonnes,Turnip_Yield_Tonne_Hectare,Carrot_Area_Hectare,Carrot_Production_Tonnes,Carrot_Yield_Tonne_Hectare,Redish_Area_Hectare,Redish_Production_Tonnes,Redish_Yield_Tonne_Hectare,Arcanut_Processed_Area_Hectare,Arcanut_Processed_Production_Tonnes,Arcanut_Processed_Yield_Tonne_Hectare,Atcanut_Raw_Area_Hectare,Atcanut_Raw_Production_Tonnes,Atcanut_Raw_Yield_Tonne_Hectare,Peas_&_beans_Pulses_Area_Hectare,Peas_&_beans_Pulses_Production_Tonnes,Peas_&_beans_Pulses_Yield_Tonne_Hectare,Cashewnut_Processed_Area_Hectare,Cashewnut_Processed_Production_Tonnes,Cashewnut_Processed_Yield_Tonne_Hectare,Cashewnut_Raw_Area_Hectare,Cashewnut_Raw_Production_Tonnes,Cashewnut_Raw_Yield_Tonne_Hectare,Cardamom_Area_Hectare,Cardamom_Production_Tonnes,Cardamom_Yield_Tonne_Hectare,Rubber_Area_Hectare,Rubber_Production_Tonnes,Rubber_Yield_Tonne_Hectare,Bitter_Gourd_Area_Hectare,Bitter_Gourd_Production_Tonnes,Bitter_Gourd_Yield_Tonne_Hectare,Drum_Stick_Area_Hectare,Drum_Stick_Production_Tonnes,Drum_Stick_Yield_Tonne_Hectare,Jack_Fruit_Area_Hectare,Jack_Fruit_Production_Tonnes,Jack_Fruit_Yield_Tonne_Hectare,Snak_Guard_Area_Hectare,Snak_Guard_Production_Tonnes,Snak_Guard_Yield_Tonne_Hectare,Tea_Area_Hectare,Tea_Production_Tonnes,Tea_Yield_Tonne_Hectare,Coffee_Area_Hectare,Coffee_Production_Tonnes,Coffee_Yield_Tonne_Hectare,Cauliflower_Area_Hectare,Cauliflower_Production_Tonnes,Cauliflower_Yield_Tonne_Hectare,Other_Citrus_Fruit_Area_Hectare,Other_Citrus_Fruit_Production_Tonnes,Other_Citrus_Fruit_Yield_Tonne_Hectare,Water_Melon_Area_Hectare,Water_Melon_Production_Tonnes,Water_Melon_Yield_Tonne_Hectare,Ash_Gourd_Area_Hectare,Ash_Gourd_Production_Tonnes,Ash_Gourd_Yield_Tonne_Hectare,Beet_Root_Area_Hectare,Beet_Root_Production_Tonnes,Beet_Root_Yield_Tonne_Hectare,Lab-Lab_Area_Hectare,Lab-Lab_Production_Tonnes,Lab-Lab_Yield_Tonne_Hectare,Pome_Granet_Area_Hectare,Pome_Granet_Production_Tonnes,Pome_Granet_Yield_Tonne_Hectare,Ribed_Guard_Area_Hectare,Ribed_Guard_Production_Tonnes,Ribed_Guard_Yield_Tonne_Hectare,Yam_Area_Hectare,Yam_Production_Tonnes,Yam_Yield_Tonne_Hectare,Apple_Area_Hectare,Apple_Production_Tonnes,Apple_Yield_Tonne_Hectare,Peach_Area_Hectare,Peach_Production_Tonnes,Peach_Yield_Tonne_Hectare,Pear_Area_Hectare,Pear_Production_Tonnes,Pear_Yield_Tonne_Hectare,Plums_Area_Hectare,Plums_Production_Tonnes,Plums_Yield_Tonne_Hectare,Litchi_Area_Hectare,Litchi_Production_Tonnes,Litchi_Yield_Tonne_Hectare,Ber_Area_Hectare,Ber_Production_Tonnes,Ber_Yield_Tonne_Hectare,Other_Dry_Fruit_Area_Hectare,Other_Dry_Fruit_Production_Tonnes,Other_Dry_Fruit_Yield_Tonne_Hectare,Jute_&_mesta_Area_Hectare,Jute_&_mesta_Production_Tonnes,Jute_&_mesta_Yield_Tonne_Hectare,Sesamum_Area_Hectare,Sesamum_Production_Tonnes,Sesamum_Yield_Tonne_Hectare,Groundnut_Area_Hectare,Groundnut_Production_Tonnes,Groundnut_Yield_Tonne_Hectare,Sunflower_Area_Hectare,Sunflower_Production_Tonnes,Sunflower_Yield_Tonne_Hectare,Cottonlint_Area_Hectare,Cottonlint_Production_Bales,Cottonlint_Yield_Bales_Hectare,Mesta_Area_Hectare,Mesta_Production_Bales,Mesta_Yield_Bales_Hectare,Small_millets_Area_Hectare,Small_millets_Production_Tonnes,Small_millets_Yield_Tonne_Hectare,Arhar_Tur_Area_Hectare,Arhar_Tur_Production_Tonnes,Arhar_Tur_Yield_Tonne_Hectare,Bajra_Area_Hectare,Bajra_Production_Tonnes,Bajra_Yield_Tonne_Hectare,Castor_seed_Area_Hectare,Castor_seed_Production_Tonnes,Castor_seed_Yield_Tonne_Hectare,Gram_Area_Hectare,Gram_Production_Tonnes,Gram_Yield_Tonne_Hectare,Linseed_Area_Hectare,Linseed_Production_Tonnes,Linseed_Yield_Tonne_Hectare,Maize_Area_Hectare,Maize_Production_Tonnes,Maize_Yield_Tonne_Hectare,Rice_Area_Hectare,Rice_Production_Tonnes,Rice_Yield_Tonne_Hectare,Soyabean_Area_Hectare,Soyabean_Production_Tonnes,Soyabean_Yield_Tonne_Hectare,Wheat_Area_Hectare,Wheat_Production_Tonnes,Wheat_Yield_Tonne_Hectare,Barley_Area_Hectare,Barley_Production_Tonnes,Barley_Yield_Tonne_Hectare,Khesari_Area_Hectare,Khesari_Production_Tonnes,Khesari_Yield_Tonne_Hectare,Masoor_Area_Hectare,Masoor_Production_Tonnes,Masoor_Yield_Tonne_Hectare,Niger_seed_Area_Hectare,Niger_seed_Production_Tonnes,Niger_seed_Yield_Tonne_Hectare,Rapeseed_&Mustard_Area_Hectare,Rapeseed_&Mustard_Production_Tonnes,Rapeseed_&Mustard_Yield_Tonne_Hectare,Ragi_Area_Hectare,Ragi_Production_Tonnes,Ragi_Yield_Tonne_Hectare,Safflower_Area_Hectare,Safflower_Production_Tonnes,Safflower_Yield_Tonne_Hectare,Jowar_Area_Hectare,Jowar_Production_Tonnes,Jowar_Yield_Tonne_Hectare,MoongGreen_Gram_Area_Hectare,MoongGreen_Gram_Production_Tonnes,MoongGreen_Gram_Yield_Tonne_Hectare,Urad_Area_Hectare,Urad_Production_Tonnes,Urad_Yield_Tonne_Hectare,Horse-gram_Area_Hectare,Horse-gram_Production_Tonnes,Horse-gram_Yield_Tonne_Hectare,CowpeaLobia_Area_Hectare,CowpeaLobia_Yield_Tonne_Hectare,Total_foodgrain_Area_Hectare,Total_foodgrain_Production_Tonnes,Total_foodgrain_Yield_Tonne_Hectare
14. Karnataka,22. Mysore,2002 - 2003,,,,19801,52889000,2671.03,,,,13048,1351120,103.55,,,,,,,1579,32041,20.29,124,317,2.56,1484,1634,1.1,,,,34,3,0.09,49790,29563,0.59,428,2009,4.69,,,,769,5377,6.99,2,35,17.5,,,,,,,4004,18639,4.66,,,,380,2062,5.43,,,,2,3,1.5,50,289,5.78,52,104,2,1785,20801,11.65,,,,,,,,,,,,,,,,,,,5,17,3.4,,,,,,,,,,,,,,,,,,,,,,679,482,0.71,679,2382,3.51,,,,169,15,0.09,169,59,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,22. Mysore,2003 - 2004,,,,18005,48092000,2671.04,,,,9849,1253778,127.3,,,,645,458,0.71,2085,27931,13.4,25,64,2.56,804,1931,2.4,,,,75,7,0.09,64147,32176,0.5,566,4183,7.39,,,,616,5707,9.26,4,63,15.75,,,,,,,3538,10897,3.08,,,,322,1521,4.72,,,,,,,38,210,5.53,50,257,5.14,1638,14951,9.13,,,,,,,,,,,,,,,,,,,5,13,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,22. Mysore,2004 - 2005,,,,19404,51828000,2671,,,,,,,,,,676,480,0.71,1570,34482,21.96,28,72,2.57,1391,2653,1.91,,,,24,2,0.08,59482,38821,0.65,614,3450,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,93,6.2,,,,,,,,,,,,,,,,,,,,,,5,29,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,23. Raichur,2001 - 2002,,,,208,992000,4769.23,,,,41,3311,80.76,,,,,,,,,,,,,1608,1294,0.8,,,,275,48,0.17,,,,23,119,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,11068,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,338,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,23. Raichur,2002 - 2003,,,,523,2494000,4768.64,,,,142,12006,84.55,,,,,,,36,616,17.11,,,,1890,1839,0.97,,,,103,18,0.17,9,6,0.67,21,91,4.33,,,,189,1194,6.32,360,6247,17.35,,,,3,89,29.67,666,896,1.35,,,,116,364,3.14,,,,32,74,2.31,45,275,6.11,,,,310,2363,7.62,,,,,,,,,,,,,,,,,,,1849,11856,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,23. Raichur,2003 - 2004,,,,496,2365000,4768.15,,,,7,459,65.57,,,,,,,25,325,13,,,,1514,1229,0.81,,,,18,3,0.17,64,36,0.56,4,20,5,,,,68,540,7.94,275,4349,15.81,,,,,,,684,2018,2.95,,,,49,130,2.65,,,,,,,,,,,,,402,2444,6.08,,,,,,,,,,,,,,,,,,,1354,4531,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,23. Raichur,2004 - 2005,,,,441,2103000,4768.71,,,,,,,,,,,,,22,276,12.55,,,,3241,1641,0.51,,,,18,3,0.17,83,61,0.73,3,14,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429,12466,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,24. Shimoga,2001 - 2002,,,,6925,18339000,2648.23,,,,9682,1020967,105.45,,,,26359,39665,1.5,,,,818,2316,2.83,2261,1034,0.46,,,,,,,,,,22,113,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,86,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,397,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,24. Shimoga,2002 - 2003,,,,6820,18061000,2648.24,,,,9961,1305887,131.1,,,,,,,3044,39788,13.07,814,2305,2.83,1391,1318,0.95,,,,,,,256,184,0.72,10,43,4.3,,,,61,350,5.74,6,104,17.33,,,,,,,1932,11389,5.89,,,,175,473,2.7,,,,,,,20,122,6.1,,,,109,905,8.3,,,,,,,12,78,6.5,,,,,,,,,,13,44,3.38,,,,,,,,,,,,,,,,,,,,,,26725,40216,1.5,26725,191184,7.15,,,,1483,54,0.04,1483,220,0.15,284,22,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,24. Shimoga,2003 - 2004,,,,6700,17743000,2648.21,,,,8333,1029126,123.5,,,,28039,42193,1.5,602,2239,3.72,853,2415,2.83,1496,2180,1.46,,,,,,,272,153,0.56,4,20,5,,,,281,1381,4.91,6,95,15.83,,,,,,,1902,10332,5.43,,,,213,567,2.66,,,,,,,12,66,5.5,,,,99,1182,11.94,,,,,,,11,72,6.55,,,,,,,,,,12,43,3.58,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,21,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,24. Shimoga,2004 - 2005,,,,6613,17513000,2648.27,,,,,,,,,,29150,43865,1.5,3210,19485,6.07,814,2305,2.83,843,807,0.96,,,,,,,116,86,0.74,22,105,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,65,6.5,,,,,,,,,,20,126,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,22,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,25. Tumkur,2001 - 2002,,,,110993,547767000,4935.15,,,,1736,140182,80.75,,,,12628,15490,1.23,,,,1,2,2,4715,7101,1.51,,,,20,2,0.1,,,,3,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,12,,,,,,,,,,,,,,,,,,,,,,529,2824,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,443,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,25. Tumkur,2002 - 2003,,,,111248,549026000,4935.15,,,,1426,131406,92.15,19,120,6.32,,,,2348,29662,12.63,8,18,2.25,3159,1806,0.57,,,,8,1,0.13,175,126,0.72,3,13,4.33,,,,284,2427,8.55,31,538,17.35,,,,13,387,29.77,9205,29125,3.16,,,,205,644,3.14,,,,35,83,2.37,108,509,4.71,8,16,2,632,4442,7.03,,,,,,,12,79,6.58,,,,,,,,,,157,1085,6.91,,,,,,,,,,,,,,,,,,,,,,14226,17450,1.23,14226,80460,5.66,,,,85,6,0.07,85,26,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,25. Tumkur,2003 - 2004,,,,109443,540118000,4935.15,,,,574,38171,66.5,23,146,6.35,15459,18962,1.23,2039,27210,13.34,10,23,2.3,2443,806,0.33,,,,9,1,0.11,113,64,0.57,2,10,5,,,,298,2481,8.33,30,474,15.8,,,,9,264,29.33,13102,34602,2.64,,,,244,649,2.66,,,,,,,124,685,5.52,17,172,10.12,840,5591,6.66,,,,,,,24,158,6.58,,,,,,,,,,257,1125,4.38,,,,3,2,0.67,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,25. Tumkur,2004 - 2005,,,,110937,547491000,4935.15,,,,,,,18,114,6.33,16197,19867,1.23,4531,30779,6.79,12,27,2.25,4086,2487,0.61,,,,21,2,0.1,75,55,0.73,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,290,13.18,,,,,,,,,,28,184,6.57,,,,,,,,,,201,1325,6.59,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,26. Udupi,2001 - 2002,,,,14003,59777000,4268.87,,,,933,75340,80.75,,,,4877,8700,1.78,,,,258,598,2.32,484,457,0.94,,,,,,,,,,70,320,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,86,14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,26. Udupi,2002 - 2003,,,,14179,60528000,4268.85,,,,345,29170,84.55,554,3430,6.19,,,,1086,17924,16.5,259,600,2.32,443,599,1.35,,,,,,,,,,103,392,3.81,,,,163,2365,14.51,71,1232,17.35,,,,,,,1670,4648,2.78,,,,682,2521,3.7,,,,64,124,1.94,15,92,6.13,,,,,,,,,,,,,69,542,7.86,,,,,,,,,,5,66,13.2,,,,,,,,,,,,,,,,,,,,,,4930,8795,1.78,4930,41266,8.37,,,,18778,2863,0.15,18778,11414,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,26. Udupi,2003 - 2004,,,,14319,61126000,4268.87,,,,29,1901,65.55,499,3090,6.19,4954,8838,1.78,2350,5866,2.5,260,602,2.32,498,831,1.67,,,,,,,,,,83,279,3.36,,,,296,4199,14.19,70,1107,15.81,,,,,,,1165,2184,1.87,,,,447,617,1.38,,,,,,,11,61,5.55,,,,,,,,,,,,,67,526,7.85,,,,,,,,,,4,42,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,26. Udupi,2004 - 2005,,,,14464,61745000,4268.87,,,,,,,439,2718,6.19,5019,8954,1.78,1025,922,0.9,271,628,2.32,318,347,1.09,,,,,,,,,,48,228,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,518,7.85,,,,,,,,,,4,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,27. Uttar kannad,2001 - 2002,,,,6069,28864000,4755.97,,,,1358,109658,80.75,,,,11483,15608,1.36,,,,159,389,2.45,27,21,0.78,,,,,,,,,,12,62,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1081,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,27. Uttar kannad,2002 - 2003,,,,6162,29306000,4755.92,,,,1033,64769,62.7,30,190,6.33,,,,1613,24577,15.24,134,328,2.45,23,23,1,,,,,,,,,,10,43,4.3,,,,20,136,6.8,4,69,17.25,,,,,,,1305,6364,4.88,,,,43,135,3.14,,,,17,48,2.82,15,92,6.13,,,,6,55,9.17,,,,,,,,,,,,,,,,,,,74,982,13.27,,,,,,,,,,,,,,,,,,,,,,11824,16072,1.36,11824,76602,6.48,,,,2007,68,0.03,2007,270,0.13,451,25,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Karnataka,27. Uttar kannad,2003 - 2004,,,,6224,29601000,4755.94,,,,893,58536,65.55,27,171,6.33,12177,16552,1.36,1819,1819,1,164,401,2.45,82,140,1.71,,,,,,,,,,8,39,4.88,,,,24,171,7.13,1,16,16,,,,,,,1251,4949,3.96,,,,45,120,2.67,,,,,,,12,66,5.5,,,,4,27,6.75,,,,,,,,,,,,,,,,,,,75,783,10.44,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,25,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
